,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,name,playlist,genre,key_0,key_1,key_2,key_3,key_4,key_5,key_6,key_7,key_8,key_9,key_10,key_11,danceability_original,energy_original,loudness_original,speechiness_original,acousticness_original,instrumentalness_original,liveness_original,valence_original,tempo_original,duration_ms_original,time_signature_original
474,0.184139055,0.076052696,0.506169207,1,0.042296919,0.9889557959999999,0.0,0.130027089,0.054239073,0.51481807,audio_features,52znCmC38peInjsEwlL3Qg,spotify:track:52znCmC38peInjsEwlL3Qg,https://api.spotify.com/v1/tracks/52znCmC38peInjsEwlL3Qg,https://api.spotify.com/v1/audio-analysis/52znCmC38peInjsEwlL3Qg,0.017574306,1.0,Mala Punica: Ego Flos Campi: James Weeks Exaudi Vocal Ensemble ,Top Classical of 2017,Classical,0,1,0,0,0,0,0,0,0,0,0,0,0.22899999999999998,0.0765,-24.674,0.0532,0.985,0.0,0.146,0.07200000000000001,133.499,128250,5
476,0.262357414,0.067392263,0.579127693,0,0.017927171000000002,0.9869477590000001,0.131364562,0.084184205,0.212216956,0.37191635100000003,audio_features,5sd3rRv0o99f8YHbNr9ODD,spotify:track:5sd3rRv0o99f8YHbNr9ODD,https://api.spotify.com/v1/tracks/5sd3rRv0o99f8YHbNr9ODD,https://api.spotify.com/v1/audio-analysis/5sd3rRv0o99f8YHbNr9ODD,0.071432695,0.75,"String Quartet in F Minor, Op. 20 No. 5, Hob. III:35: IV. Finale. Fuga a 2 soggetti: Franz Joseph Haydn Chiaroscuro Quartet ",Top Classical of 2017,Classical,0,0,0,0,0,1,0,0,0,0,0,0,0.301,0.0679,-21.203000000000003,0.0358,0.983,0.129,0.102,0.222,111.05799999999999,223400,4
478,0.035198262,0.09941572300000001,0.5670415129999999,1,0.019747899,0.95883524,0.904276986,0.114398833,0.013480778999999998,0.16313249,audio_features,5aswl50libdWwEMXfukIcq,spotify:track:5aswl50libdWwEMXfukIcq,https://api.spotify.com/v1/tracks/5aswl50libdWwEMXfukIcq,https://api.spotify.com/v1/audio-analysis/5aswl50libdWwEMXfukIcq,0.299092643,0.75,Lulu Suite: V. Adagio: Alban Berg Barbara Hannigan Ludwig Orchestra ,Top Classical of 2017,Classical,0,1,0,0,0,0,0,0,0,0,0,0,0.0919,0.0997,-21.778000000000002,0.0371,0.955,0.888,0.131,0.0333,78.271,625600,4
480,0.058120587,0.22257512899999998,0.747283237,1,0.029131652999999997,0.9598392579999999,0.8920570259999999,0.065013544,0.030331754,0.7902609559999999,audio_features,16m3j9MmWVtKWwHDIUHz6i,spotify:track:16m3j9MmWVtKWwHDIUHz6i,https://api.spotify.com/v1/tracks/16m3j9MmWVtKWwHDIUHz6i,https://api.spotify.com/v1/audio-analysis/16m3j9MmWVtKWwHDIUHz6i,0.096715855,1.0,The Old Woodcutter (version for string quartet): Graham Reynolds Tosca String Quartet ,Top Classical of 2017,Classical,0,0,0,0,0,0,0,1,0,0,0,0,0.113,0.222,-13.203,0.0438,0.956,0.8759999999999999,0.0836,0.0493,176.75400000000002,268067,5
482,0.007495926,0.048057344,0.455512349,0,0.032633052999999995,0.996987944,0.356415479,0.052302562999999996,0.014639283999999999,0.120079216,audio_features,7G8c3rX8dmlzOI6LY1W0Wx,spotify:track:7G8c3rX8dmlzOI6LY1W0Wx,https://api.spotify.com/v1/tracks/7G8c3rX8dmlzOI6LY1W0Wx,https://api.spotify.com/v1/audio-analysis/7G8c3rX8dmlzOI6LY1W0Wx,0.078693248,0.5,"All-Night Vigil, Op. 37: No. 5, O Lord, You Now Let Your Servant Depart in Peace: Sergei Rachmaninoff Falk Hoffmann MDR Leipzig Radio Chorus Risto Joost ",Top Classical of 2017,Classical,0,0,0,0,0,0,0,0,0,0,1,0,0.0664,0.0487,-27.084,0.0463,0.993,0.35,0.0714,0.0344,71.51,236227,3
484,0.043128734,0.057926209000000006,0.498686285,0,0.037815126,0.994979907,0.918533605,0.23629922899999997,0.005897841,0.21431118600000001,audio_features,71k0xIGlR7Bs5YKuLzxmQF,spotify:track:71k0xIGlR7Bs5YKuLzxmQF,https://api.spotify.com/v1/tracks/71k0xIGlR7Bs5YKuLzxmQF,https://api.spotify.com/v1/audio-analysis/71k0xIGlR7Bs5YKuLzxmQF,0.144141804,0.75,Requiem: Lacrimosa: Tigran Mansurian RIAS Kammerchor Munich Chamber Orchestra Alexander Liebreich ,Top Classical of 2017,Classical,0,0,0,0,0,0,0,0,1,0,0,0,0.0992,0.0585,-25.03,0.05,0.991,0.902,0.248,0.0261,86.30799999999999,351853,4
486,0.260184682,0.0006767219999999999,0.27838150300000003,0,0.03837535,0.99297187,0.967413442,0.077724526,0.17430226399999998,0.09262726199999999,audio_features,0S6KWNO0BRK2qs1icIhSHr,spotify:track:0S6KWNO0BRK2qs1icIhSHr,https://api.spotify.com/v1/tracks/0S6KWNO0BRK2qs1icIhSHr,https://api.spotify.com/v1/audio-analysis/0S6KWNO0BRK2qs1icIhSHr,0.082866636,0.75,The Firebird (Arr. G. Agosti for Piano): VI. Berceuse (Lullaby): Igor Stravinsky Alexandre Kantorow ,Top Classical of 2017,Classical,0,0,0,0,0,0,0,0,1,0,0,0,0.299,0.00165,-35.510999999999996,0.0504,0.9890000000000001,0.95,0.0958,0.18600000000000003,67.199,243600,4
488,0.068984248,0.049467182,0.570488702,1,0.031512605,0.9477910359999999,0.870672098,0.067514065,0.039599788999999996,0.08878742699999999,audio_features,2in7T2TWPkJW6Z6Ih9P4Ew,spotify:track:2in7T2TWPkJW6Z6Ih9P4Ew,https://api.spotify.com/v1/tracks/2in7T2TWPkJW6Z6Ih9P4Ew,https://api.spotify.com/v1/audio-analysis/2in7T2TWPkJW6Z6Ih9P4Ew,0.391703601,1.0,Symphony No. 5 in C-Sharp Minor: I. Trauermarsch: Gustav Mahler Minnesota Orchestra Osmo VÃ¤nskÃ¤ ,Top Classical of 2017,Classical,0,0,0,0,0,0,0,0,0,1,0,0,0.12300000000000001,0.0501,-21.614,0.0455,0.9440000000000001,0.855,0.086,0.0581,66.596,789213,5
490,0.28299837,0.023586587000000003,0.44111403,0,0.031932773,0.989959815,0.026985743,0.06803500700000001,0.093206951,0.35611762799999996,audio_features,6Pc4JvB3Lz4HnfxgAe5bKR,spotify:track:6Pc4JvB3Lz4HnfxgAe5bKR,https://api.spotify.com/v1/tracks/6Pc4JvB3Lz4HnfxgAe5bKR,https://api.spotify.com/v1/audio-analysis/6Pc4JvB3Lz4HnfxgAe5bKR,0.016126951,0.5,"Concerto In E Major ""La primavera"", Op. 8, No. 1, RV 269: 2. Largo: Antonio Vivaldi Daniel Hope ZÃ¼rcher Kammerorchester ",Top Classical of 2017,Classical,0,1,0,0,0,0,0,0,0,0,0,0,0.32,0.0244,-27.769000000000002,0.0458,0.986,0.0265,0.0865,0.109,108.57700000000001,125693,3
492,0.487235198,0.940585405,0.957561745,1,0.031512605,2.9999999999999997e-05,0.0,0.047301521,0.440758294,0.358696621,audio_features,5rDCWhAZ3KbL7joZJl6qqI,spotify:track:5rDCWhAZ3KbL7joZJl6qqI,https://api.spotify.com/v1/tracks/5rDCWhAZ3KbL7joZJl6qqI,https://api.spotify.com/v1/audio-analysis/5rDCWhAZ3KbL7joZJl6qqI,0.104398671,0.75,Speaking In Tongues: Young Guns ,Top 100 Rock Tracks on Spotify,Rock,0,0,0,0,0,0,0,0,0,1,0,0,0.508,0.935,-3.199,0.0455,3.229999999999999e-05,0.0,0.0666,0.439,108.98200000000001,281640,4
494,0.498098859,0.996978919,0.9674198629999999,1,0.270308123,0.000127049,1.15e-05,0.275890811,0.090047393,0.619760822,audio_features,0I8heLJP9YJqTg5308qKEz,spotify:track:0I8heLJP9YJqTg5308qKEz,https://api.spotify.com/v1/tracks/0I8heLJP9YJqTg5308qKEz,https://api.spotify.com/v1/audio-analysis/0I8heLJP9YJqTg5308qKEz,0.057880079,0.0,Phoenix: Veil Of Maya ,Top 100 Rock Tracks on Spotify,Rock,0,0,0,0,0,0,0,0,0,0,0,1,0.518,0.991,-2.73,0.21600000000000003,0.000129,1.13e-05,0.28600000000000003,0.106,149.97899999999998,199457,1
496,0.39706681200000005,0.9657610809999999,0.9279033109999999,0,0.046358542999999995,7.97e-06,1.44e-06,0.142529694,0.452343339,0.619499739,audio_features,6LvQRDyjrsnmFVjfZPdUy4,spotify:track:6LvQRDyjrsnmFVjfZPdUy4,https://api.spotify.com/v1/tracks/6LvQRDyjrsnmFVjfZPdUy4,https://api.spotify.com/v1/audio-analysis/6LvQRDyjrsnmFVjfZPdUy4,0.05826272,0.75,I Am Machine: Three Days Grace ,Top 100 Rock Tracks on Spotify,Rock,0,0,1,0,0,0,0,0,0,0,0,0,0.425,0.96,-4.61,0.0561,1.04e-05,1.41e-06,0.158,0.45,149.938,200133,4
498,0.212384574,0.76234162,0.87056227,1,0.034033613,0.017969462,0.000141548,0.086267972,0.099526066,0.824099899,audio_features,6qXwhR3HACBhXfmJIbzaXG,spotify:track:6qXwhR3HACBhXfmJIbzaXG,https://api.spotify.com/v1/tracks/6qXwhR3HACBhXfmJIbzaXG,https://api.spotify.com/v1/audio-analysis/6qXwhR3HACBhXfmJIbzaXG,0.09765151400000001,0.75,Left You Behind: Stick To Your Guns ,Top 100 Rock Tracks on Spotify,Rock,0,0,0,0,0,0,0,0,0,0,1,0,0.255,0.758,-7.337999999999999,0.0473,0.0179,0.000139,0.10400000000000001,0.115,182.06799999999998,269720,4
500,0.300380228,0.9597189190000001,0.9367735159999999,0,0.180672269,0.032628133,0.0,0.033027714,0.241706161,0.327806009,audio_features,7CfkPRMMRKVuI2sz75BiC0,spotify:track:7CfkPRMMRKVuI2sz75BiC0,https://api.spotify.com/v1/tracks/7CfkPRMMRKVuI2sz75BiC0,https://api.spotify.com/v1/audio-analysis/7CfkPRMMRKVuI2sz75BiC0,0.066722138,0.75,Fly: Sleeping With Sirens ,Top 100 Rock Tracks on Spotify,Rock,0,0,0,0,0,0,0,0,0,0,0,1,0.336,0.9540000000000001,-4.188,0.152,0.0325,0.0,0.0529,0.25,104.131,215078,4
502,0.323193916,0.937564324,0.93660536,1,0.083613445,7.67e-06,0.000947047,0.019066472,0.335439705,0.7464371679999999,audio_features,2kPNfupzN6RAk2ehFcmjPG,spotify:track:2kPNfupzN6RAk2ehFcmjPG,https://api.spotify.com/v1/tracks/2kPNfupzN6RAk2ehFcmjPG,https://api.spotify.com/v1/audio-analysis/2kPNfupzN6RAk2ehFcmjPG,0.070611942,0.5,Broken Generation: Of Mice & Men ,Top 100 Rock Tracks on Spotify,Rock,0,0,0,0,0,0,1,0,0,0,0,0,0.35700000000000004,0.932,-4.196000000000001,0.0827,1.01e-05,0.00093,0.0395,0.33899999999999997,169.872,221950,3
504,0.184139055,0.9657610809999999,0.9875985290000001,1,0.219887955,0.000842914,0.0,0.62804751,0.308056872,0.237840523,audio_features,0pbmssrnuIfPvksK8gd5AL,spotify:track:0pbmssrnuIfPvksK8gd5AL,https://api.spotify.com/v1/tracks/0pbmssrnuIfPvksK8gd5AL,https://api.spotify.com/v1/audio-analysis/0pbmssrnuIfPvksK8gd5AL,0.07792004200000001,0.5,Rot - Single Version: Northlane ,Top 100 Rock Tracks on Spotify,Rock,0,0,0,0,0,0,0,0,0,0,1,0,0.22899999999999998,0.96,-1.77,0.18,0.000842,0.0,0.624,0.313,90.00299999999999,234861,3
506,0.131993482,0.756299458,0.908796637,0,0.065686275,0.23694590699999998,0.0,0.10814753099999999,0.017588204,0.586565035,audio_features,7L3ZztbqdEbKItCMELoMk5,spotify:track:7L3ZztbqdEbKItCMELoMk5,https://api.spotify.com/v1/tracks/7L3ZztbqdEbKItCMELoMk5,https://api.spotify.com/v1/audio-analysis/7L3ZztbqdEbKItCMELoMk5,0.079168719,0.75,The Ghost Of You: My Chemical Romance ,Top 100 Rock Tracks on Spotify,Rock,0,0,0,0,0,0,0,0,0,1,0,0,0.18100000000000002,0.752,-5.519,0.0699,0.23600000000000002,0.0,0.125,0.0372,144.766,237067,4
508,0.45247148299999995,0.994964865,0.938413032,1,0.24229691899999997,0.000257571,0.00014460299999999998,0.322775578,0.086887836,0.365013564,audio_features,3T5rjMa9iTLiNJbPM43Lrm,spotify:track:3T5rjMa9iTLiNJbPM43Lrm,https://api.spotify.com/v1/tracks/3T5rjMa9iTLiNJbPM43Lrm,https://api.spotify.com/v1/audio-analysis/3T5rjMa9iTLiNJbPM43Lrm,0.069527416,0.75,Reincarnate: Motionless In White ,Top 100 Rock Tracks on Spotify,Rock,0,0,0,0,0,0,0,1,0,0,0,0,0.47600000000000003,0.9890000000000001,-4.11,0.196,0.000259,0.00014199999999999998,0.331,0.10300000000000001,109.97399999999999,220034,4
510,0.32971211300000003,0.976838378,0.9622911190000001,0,0.07647058799999999,4.66e-06,0.003645621,0.060950198,0.34386519200000004,0.594537628,audio_features,7tuPKHwOe83qC2djmlKbFr,spotify:track:7tuPKHwOe83qC2djmlKbFr,https://api.spotify.com/v1/tracks/7tuPKHwOe83qC2djmlKbFr,https://api.spotify.com/v1/audio-analysis/7tuPKHwOe83qC2djmlKbFr,0.114670538,0.75,The Motherload: Mastodon ,Top 100 Rock Tracks on Spotify,Rock,0,0,0,0,0,1,0,0,0,0,0,0,0.363,0.971,-2.9739999999999998,0.0776,7.1e-06,0.00358,0.0797,0.34700000000000003,146.018,299787,4
512,0.6534492120000001,0.930515135,0.890362585,1,0.013585433999999999,9.279999999999999e-05,0.014256619,0.052198375,0.94102159,0.41309109899999996,audio_features,2wBW9jGZRRMbQ416NDc7LW,spotify:track:2wBW9jGZRRMbQ416NDc7LW,https://api.spotify.com/v1/tracks/2wBW9jGZRRMbQ416NDc7LW,https://api.spotify.com/v1/audio-analysis/2wBW9jGZRRMbQ416NDc7LW,0.113274692,0.75,The Chamber: Lenny Kravitz ,Top 100 Rock Tracks on Spotify,Rock,0,0,0,0,0,0,0,1,0,0,0,0,0.6609999999999999,0.925,-6.396,0.0327,9.49e-05,0.013999999999999999,0.0713,0.914,117.524,297321,4
514,0.603476372,0.8942621609999999,0.971434577,1,0.019747899,0.003893122,0.0,0.076578454,0.672459189,0.505017894,audio_features,0bj0hCTYXv02xeSHyRXuYT,spotify:track:0bj0hCTYXv02xeSHyRXuYT,https://api.spotify.com/v1/tracks/0bj0hCTYXv02xeSHyRXuYT,https://api.spotify.com/v1/audio-analysis/0bj0hCTYXv02xeSHyRXuYT,0.103666786,0.75,First Kiss: Kid Rock ,Top 100 Rock Tracks on Spotify,Rock,0,0,0,0,1,0,0,0,0,0,0,0,0.615,0.889,-2.539,0.0371,0.0038799999999999998,0.0,0.0947,0.659,131.96,280347,4
516,0.556762629,0.385713509,0.813704677,0,0.020028011000000002,0.623493046,0.001262729,0.054594707,0.5408109529999999,0.50912518,audio_features,2RkSYRVefkdu5GBfCCo81R,spotify:track:2RkSYRVefkdu5GBfCCo81R,https://api.spotify.com/v1/tracks/2RkSYRVefkdu5GBfCCo81R,https://api.spotify.com/v1/audio-analysis/2RkSYRVefkdu5GBfCCo81R,0.061198752,0.75,"Blue Light, Red Light (Someone's There): Jack White ",Top 100 Rock Tracks on Spotify,Rock,0,0,0,0,0,1,0,0,0,0,0,0,0.5720000000000001,0.384,-10.043,0.0373,0.621,0.00124,0.0736,0.534,132.605,205320,4
518,0.42205323200000006,0.987915676,0.941334735,0,0.369747899,0.00016319299999999998,2.36e-06,0.034069598,0.08141126900000001,0.504603981,audio_features,76AYOdnKWcSLviCsKDXyS1,spotify:track:76AYOdnKWcSLviCsKDXyS1,https://api.spotify.com/v1/tracks/76AYOdnKWcSLviCsKDXyS1,https://api.spotify.com/v1/audio-analysis/76AYOdnKWcSLviCsKDXyS1,0.11468921800000001,0.75,Sick Like Me: In This Moment ,Top 100 Rock Tracks on Spotify,Rock,0,0,0,0,0,0,0,0,0,1,0,0,0.44799999999999995,0.982,-3.971,0.287,0.000165,2.32e-06,0.0539,0.0978,131.895,299820,4
520,0.445953286,0.98992973,0.959390436,1,0.254901961,0.00020134599999999998,3.05e-05,0.291519066,0.242759347,0.5564895120000001,audio_features,7iapXllOabJjGJU4IBw3fO,spotify:track:7iapXllOabJjGJU4IBw3fO,https://api.spotify.com/v1/tracks/7iapXllOabJjGJU4IBw3fO,https://api.spotify.com/v1/audio-analysis/7iapXllOabJjGJU4IBw3fO,0.092043789,0.75,I Am: Hands Like Houses ,Top 100 Rock Tracks on Spotify,Rock,0,0,0,0,0,0,0,0,1,0,0,0,0.47,0.9840000000000001,-3.112,0.205,0.00020299999999999997,2.9999999999999997e-05,0.301,0.251,140.043,259813,4
522,0.538294405,0.975831351,0.9820073570000001,1,0.078011204,0.002216411,0.0,0.10502188,0.691416535,0.381506387,audio_features,28HtOoHz0bWQknwmcgsHty,spotify:track:28HtOoHz0bWQknwmcgsHty,https://api.spotify.com/v1/tracks/28HtOoHz0bWQknwmcgsHty,https://api.spotify.com/v1/audio-analysis/28HtOoHz0bWQknwmcgsHty,0.06532629200000001,0.75,Just Like You: Falling In Reverse ,Top 100 Rock Tracks on Spotify,Rock,0,0,1,0,0,0,0,0,0,0,0,0,0.555,0.97,-2.036,0.0787,0.00221,0.0,0.122,0.677,112.564,212612,4
524,0.33514394399999997,0.8147070259999999,0.889542827,1,0.024369747999999997,0.001383076,0.005285132,0.172744322,0.159557662,0.244927979,audio_features,1BvRQaMIvC9Boet8TjJz9S,spotify:track:1BvRQaMIvC9Boet8TjJz9S,https://api.spotify.com/v1/tracks/1BvRQaMIvC9Boet8TjJz9S,https://api.spotify.com/v1/audio-analysis/1BvRQaMIvC9Boet8TjJz9S,0.101217545,0.75,War Of Kings: Europe ,Top 100 Rock Tracks on Spotify,Rock,1,0,0,0,0,0,0,0,0,0,0,0,0.368,0.81,-6.435,0.0404,0.0013800000000000002,0.00519,0.187,0.172,91.116,276020,4
526,0.418794134,0.896276215,0.970719916,1,0.060084034,0.004626056,0.0,0.066367993,0.18062138,0.49277881799999995,audio_features,3OebUFqAjcOuTYXDcmrXHA,spotify:track:3OebUFqAjcOuTYXDcmrXHA,https://api.spotify.com/v1/tracks/3OebUFqAjcOuTYXDcmrXHA,https://api.spotify.com/v1/audio-analysis/3OebUFqAjcOuTYXDcmrXHA,0.098163777,0.75,Narrow Mouth: The Early November ,Top 100 Rock Tracks on Spotify,Rock,0,0,0,0,0,0,0,1,0,0,0,0,0.445,0.8909999999999999,-2.573,0.0659,0.00461,0.0,0.0849,0.192,130.03799999999998,270625,4
528,0.553503531,0.7703978359999999,0.8917708879999999,1,0.11904761900000001,0.000477451,0.003696538,0.07876641,0.47446024200000003,0.205701805,audio_features,1z7rvZQkZM1gdSp3meW3dW,spotify:track:1z7rvZQkZM1gdSp3meW3dW,https://api.spotify.com/v1/tracks/1z7rvZQkZM1gdSp3meW3dW,https://api.spotify.com/v1/audio-analysis/1z7rvZQkZM1gdSp3meW3dW,0.091553035,0.75,Take Out the Gunman: Chevelle ,Top 100 Rock Tracks on Spotify,Rock,0,0,0,0,0,1,0,0,0,0,0,0,0.569,0.7659999999999999,-6.329,0.10800000000000001,0.000478,0.0036299999999999995,0.0968,0.47100000000000003,84.956,258946,4
530,0.680608365,0.869086485,0.892380452,0,0.019607843,0.096082105,0.0,0.480100021,0.674565561,0.263331168,audio_features,72I5gb06T9KIESon4AWY8S,spotify:track:72I5gb06T9KIESon4AWY8S,https://api.spotify.com/v1/tracks/72I5gb06T9KIESon4AWY8S,https://api.spotify.com/v1/audio-analysis/72I5gb06T9KIESon4AWY8S,0.063636672,0.75,Lock Me Up: The Cab ,Top 100 Rock Tracks on Spotify,Rock,1,0,0,0,0,0,0,0,0,0,0,0,0.6859999999999999,0.8640000000000001,-6.3,0.037000000000000005,0.0957,0.0,0.48200000000000004,0.6609999999999999,94.006,209627,4
532,0.260184682,0.9909367570000001,0.9531896999999999,0,0.194677871,0.000499539,0.871690428,0.35403209,0.42390732,0.35962633200000005,audio_features,5jHhQQtkaDdlHTbY3fv1Hu,spotify:track:5jHhQQtkaDdlHTbY3fv1Hu,https://api.spotify.com/v1/tracks/5jHhQQtkaDdlHTbY3fv1Hu,https://api.spotify.com/v1/audio-analysis/5jHhQQtkaDdlHTbY3fv1Hu,0.115749404,0.75,Astral Body: Between The Buried And Me ,Top 100 Rock Tracks on Spotify,Rock,0,1,0,0,0,0,0,0,0,0,0,0,0.299,0.985,-3.407,0.162,0.0005,0.856,0.361,0.423,109.12799999999999,301693,4
534,0.418794134,0.985901622,0.9329689959999999,0,0.070168067,2.2100000000000002e-05,0.16598778,0.11231506599999999,0.278567667,0.65202053,audio_features,0EV08ZFYMYsc8hCwDuC97H,spotify:track:0EV08ZFYMYsc8hCwDuC97H,https://api.spotify.com/v1/tracks/0EV08ZFYMYsc8hCwDuC97H,https://api.spotify.com/v1/audio-analysis/0EV08ZFYMYsc8hCwDuC97H,0.089915491,0.75,War Eternal: Arch Enemy ,Top 100 Rock Tracks on Spotify,Rock,0,0,0,0,0,1,0,0,0,0,0,0,0.445,0.98,-4.369,0.0731,2.45e-05,0.163,0.129,0.285,155.045,256053,4
536,0.525258012,0.710983241,0.864298476,1,0.065826331,0.616464916,0.04215885900000001,0.100854345,0.520800421,0.581145965,audio_features,41mxwoVT3EN4keZOHH7m7U,spotify:track:41mxwoVT3EN4keZOHH7m7U,https://api.spotify.com/v1/tracks/41mxwoVT3EN4keZOHH7m7U,https://api.spotify.com/v1/audio-analysis/41mxwoVT3EN4keZOHH7m7U,0.067246288,0.75,Every Other Freckle: alt-J ,Top 100 Rock Tracks on Spotify,Rock,0,0,1,0,0,0,0,0,0,0,0,0,0.5429999999999999,0.7070000000000001,-7.636,0.07,0.614,0.0414,0.11800000000000001,0.515,143.915,216004,4
538,0.730581206,0.7542854040000001,0.890993169,0,0.291316527,0.0026481390000000003,0.0,0.09147739099999999,0.40073723,0.652345292,audio_features,7GX5flRQZVHRAGd6B4TmDO,spotify:track:7GX5flRQZVHRAGd6B4TmDO,https://api.spotify.com/v1/tracks/7GX5flRQZVHRAGd6B4TmDO,https://api.spotify.com/v1/audio-analysis/7GX5flRQZVHRAGd6B4TmDO,0.048398965,0.75,XO TOUR Llif3: Lil Uzi Vert ,RapCaviar: Best of 2017,Rap,0,0,0,0,0,0,0,0,0,0,0,1,0.732,0.75,-6.3660000000000005,0.231,0.00264,0.0,0.109,0.401,155.096,182707,4
540,0.9348180340000001,0.6777513490000001,0.9057908570000001,0,0.33753501399999997,0.308231223,0.0,0.086267972,0.758820432,0.568741324,audio_features,6p8NuHm8uCGnn2Dtbtf7zE,spotify:track:6p8NuHm8uCGnn2Dtbtf7zE,https://api.spotify.com/v1/tracks/6p8NuHm8uCGnn2Dtbtf7zE,https://api.spotify.com/v1/audio-analysis/6p8NuHm8uCGnn2Dtbtf7zE,0.11707845800000001,0.75,Slippery (feat. Gucci Mane): Migos Gucci Mane ,RapCaviar: Best of 2017,Rap,0,1,0,0,0,0,0,0,0,0,0,0,0.92,0.674,-5.662000000000001,0.264,0.307,0.0,0.10400000000000001,0.741,141.967,304041,4
542,0.7946768059999999,0.58913297,0.869847609,0,0.37394958,0.012045753000000001,0.0,0.457178579,0.413375461,0.702861728,audio_features,1e1JKLEDKP7hEQzJfNAgPl,spotify:track:1e1JKLEDKP7hEQzJfNAgPl,https://api.spotify.com/v1/tracks/1e1JKLEDKP7hEQzJfNAgPl,https://api.spotify.com/v1/audio-analysis/1e1JKLEDKP7hEQzJfNAgPl,0.047892362,0.75,Magnolia: Playboi Carti ,RapCaviar: Best of 2017,Rap,0,0,0,0,0,0,0,0,0,0,0,1,0.7909999999999999,0.586,-7.372000000000001,0.29,0.012,0.0,0.46,0.413,163.029,181812,4
544,0.746876697,0.526697294,0.8817235940000001,0,0.31092437,0.030720498,0.0,0.18628881,0.360716166,0.556553191,audio_features,40oKW22ZNNkEdZLJTScaQI,spotify:track:40oKW22ZNNkEdZLJTScaQI,https://api.spotify.com/v1/tracks/40oKW22ZNNkEdZLJTScaQI,https://api.spotify.com/v1/audio-analysis/40oKW22ZNNkEdZLJTScaQI,0.065620631,0.75,Roll In Peace (feat. XXXTENTACION): Kodak Black XXXTENTACION ,RapCaviar: Best of 2017,Rap,0,0,0,0,0,0,0,0,0,0,1,0,0.747,0.524,-6.807,0.245,0.0306,0.0,0.2,0.363,140.053,213132,4
546,0.8044541009999999,0.298102157,0.74944824,0,0.537815126,0.6626497689999999,0.000113035,0.08730985599999999,0.20273828300000002,0.556540455,audio_features,6HEIBHUirx1J0JkUD24szt,spotify:track:6HEIBHUirx1J0JkUD24szt,https://api.spotify.com/v1/tracks/6HEIBHUirx1J0JkUD24szt,https://api.spotify.com/v1/audio-analysis/6HEIBHUirx1J0JkUD24szt,0.024040709,0.75,Water: Ugly God ,RapCaviar: Best of 2017,Rap,1,0,0,0,0,0,0,0,0,0,0,0,0.8,0.297,-13.1,0.40700000000000003,0.66,0.00011100000000000001,0.105,0.213,140.05100000000002,139674,4
548,0.7240630090000001,0.773418917,0.9188018920000001,1,0.140056022,0.029415273,0.010285131999999999,0.086267972,0.750394945,0.288668985,audio_features,3B54sVLJ402zGa6Xm4YGNe,spotify:track:3B54sVLJ402zGa6Xm4YGNe,https://api.spotify.com/v1/tracks/3B54sVLJ402zGa6Xm4YGNe,https://api.spotify.com/v1/audio-analysis/3B54sVLJ402zGa6Xm4YGNe,0.077377212,0.75,Unforgettable: French Montana Swae Lee ,RapCaviar: Best of 2017,Rap,0,0,0,0,0,0,1,0,0,0,0,0,0.726,0.769,-5.043,0.12300000000000001,0.0293,0.0101,0.10400000000000001,0.733,97.985,233902,4
550,0.9445953290000001,0.7270956740000001,0.903058329,0,0.120448179,0.067467576,0.0,0.33840383399999996,0.460768826,0.460837504,audio_features,2771LMNxwf62FTAdpJMQfM,spotify:track:2771LMNxwf62FTAdpJMQfM,https://api.spotify.com/v1/tracks/2771LMNxwf62FTAdpJMQfM,https://api.spotify.com/v1/audio-analysis/2771LMNxwf62FTAdpJMQfM,0.071750808,0.75,Bodak Yellow: Cardi B ,RapCaviar: Best of 2017,Rap,0,0,0,0,0,0,0,0,0,0,0,1,0.929,0.723,-5.792000000000001,0.109,0.0672,0.0,0.34600000000000003,0.45799999999999996,125.022,223962,4
552,0.875067898,0.6908426999999999,0.9461061479999999,0,0.271708683,0.242970018,0.0,0.142529694,0.49025803100000004,0.549994269,audio_features,7KOlJ92bu51cltsD9KU5I7,spotify:track:7KOlJ92bu51cltsD9KU5I7,https://api.spotify.com/v1/tracks/7KOlJ92bu51cltsD9KU5I7,https://api.spotify.com/v1/audio-analysis/7KOlJ92bu51cltsD9KU5I7,0.08219135400000001,0.75,T-Shirt: Migos ,RapCaviar: Best of 2017,Rap,0,0,0,0,0,0,0,0,0,0,1,0,0.865,0.687,-3.7439999999999998,0.217,0.242,0.0,0.158,0.486,139.023,242407,4
554,0.9022270509999999,0.63646324,0.9097214920000001,1,0.203081232,0.02329076,0.000349287,0.081371119,0.426013691,0.555884563,audio_features,1XRgIKC5TPwo7nWGyKqgG0,spotify:track:1XRgIKC5TPwo7nWGyKqgG0,https://api.spotify.com/v1/tracks/1XRgIKC5TPwo7nWGyKqgG0,https://api.spotify.com/v1/audio-analysis/1XRgIKC5TPwo7nWGyKqgG0,0.076915893,0.75,I Get The Bag (feat. Migos): Gucci Mane Migos ,RapCaviar: Best of 2017,Rap,0,0,0,0,0,0,0,0,0,0,0,1,0.89,0.633,-5.475,0.168,0.0232,0.000343,0.0993,0.425,139.94799999999998,233087,4
