danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,name,playlist,genre,key_0,key_1,key_2,key_3,key_4,key_5,key_6,key_7,key_8,key_9,key_10,key_11,,
0.533948941,0.723067565,0.906442459,1,0.02605042,0.087246742,0,0.206084601,0.451290153,0.671347062,audio_features,6DEaND0SHv3sC11xobZLiy,spotify:track:6DEaND0SHv3sC11xobZLiy,https://api.spotify.com/v1/tracks/6DEaND0SHv3sC11xobZLiy,https://api.spotify.com/v1/audio-analysis/6DEaND0SHv3sC11xobZLiy,0.082927202,0.75,Take Your Time: Sam Hunt ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,0,0,0,0,0,0,0,1,,
0.663226507,0.741194052,0.881996847,1,0.028571429,0.223893665,0,0.316524276,0.772511848,0.256816821,audio_features,6YWvgL06rVQ1TLzbT5EQLB,spotify:track:6YWvgL06rVQ1TLzbT5EQLB,https://api.spotify.com/v1/tracks/6YWvgL06rVQ1TLzbT5EQLB,https://api.spotify.com/v1/audio-analysis/6YWvgL06rVQ1TLzbT5EQLB,0.048225192,0.75,Sunshine & Whiskey: Frankie Ballard ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,0,0,0,0,0,1,0,0,,
0.493753395,0.894262161,0.953420914,0,0.116246499,0.218873573,0,0.087309856,0.866245392,0.670984093,audio_features,6WTFRjOG3nS94P8wfm4ANH,spotify:track:6WTFRjOG3nS94P8wfm4ANH,https://api.spotify.com/v1/tracks/6WTFRjOG3nS94P8wfm4ANH,https://api.spotify.com/v1/audio-analysis/6WTFRjOG3nS94P8wfm4ANH,0.044768406,0.75,Games: Luke Bryan ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,0,0,0,0,1,0,0,0,,
0.717544813,0.85398108,0.977593274,1,0.012044818,0.028009647,0.000172098,0.079078975,0.985255398,0.333416116,audio_features,5gnV9rhNQlb6nqFiwQgKVf,spotify:track:5gnV9rhNQlb6nqFiwQgKVf,https://api.spotify.com/v1/tracks/5gnV9rhNQlb6nqFiwQgKVf,https://api.spotify.com/v1/audio-analysis/5gnV9rhNQlb6nqFiwQgKVf,0.061425167,0.75,Homegrown: Zac Brown Band ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,0,0,1,0,0,0,0,0,,
0.678435633,0.728102701,0.893326327,1,0,0.019676294,0.044093686,0.049176912,0.872564508,0.314216941,audio_features,1yaFBgYRHxXxJN0AKy3WS1,spotify:track:1yaFBgYRHxXxJN0AKy3WS1,https://api.spotify.com/v1/tracks/1yaFBgYRHxXxJN0AKy3WS1,https://api.spotify.com/v1/audio-analysis/1yaFBgYRHxXxJN0AKy3WS1,0.075372311,0.75,On To Something Good: Ashley Monroe ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,1,0,0,0,0,0,0,0,,
0.404671374,0.742201079,0.942616921,1,0.011064426,0.042166309,0,0.101896228,0.508162191,0.643532139,audio_features,1hb6wUcWcjJswYPaTXJgxw,spotify:track:1hb6wUcWcjJswYPaTXJgxw,https://api.spotify.com/v1/tracks/1hb6wUcWcjJswYPaTXJgxw,https://api.spotify.com/v1/audio-analysis/1hb6wUcWcjJswYPaTXJgxw,0.053606503,0.75,Ain't Worth The Whiskey: Cole Swindell ,Top 100 Country Tracks on Spotify,Country,0,0,1,0,0,0,0,0,0,0,0,0,,
0.38077132,0.751264322,0.920462428,1,0.017927171,0.058331008,0,0.080329235,0.367035282,0.671245176,audio_features,1zbcFS5hS92oXNL3UZDfY0,spotify:track:1zbcFS5hS92oXNL3UZDfY0,https://api.spotify.com/v1/tracks/1zbcFS5hS92oXNL3UZDfY0,https://api.spotify.com/v1/audio-analysis/1zbcFS5hS92oXNL3UZDfY0,0.068398739,0.75,Lonely Tonight (feat. Ashley Monroe): Blake Shelton Ashley Monroe ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,0,1,0,0,0,0,0,0,,
0.688212928,0.887212972,0.912958487,1,0.021848739,0.287146834,0,0.132110856,0.827277514,0.237662222,audio_features,1Oe4iHSl5mLQ0YHnzQ4eRA,spotify:track:1Oe4iHSl5mLQ0YHnzQ4eRA,https://api.spotify.com/v1/tracks/1Oe4iHSl5mLQ0YHnzQ4eRA,https://api.spotify.com/v1/audio-analysis/1Oe4iHSl5mLQ0YHnzQ4eRA,0.022119581,0.75,I'm To Blame: Kip Moore ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,0,0,0,1,0,0,0,0,,
0.569799022,0.817728107,0.873021545,1,0.04929972,0.029816881,0.000200611,0.261304438,0.793575566,0.270176645,audio_features,4sl4UWqzHSG7riBKdralwy,spotify:track:4sl4UWqzHSG7riBKdralwy,https://api.spotify.com/v1/tracks/4sl4UWqzHSG7riBKdralwy,https://api.spotify.com/v1/audio-analysis/4sl4UWqzHSG7riBKdralwy,0.06067064,0.75,Little Red Wagon: Miranda Lambert ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,0,0,1,0,0,0,0,0,,
0.655621945,0.532739456,0.819590121,1,0.009943978,0.088953573,0,0.138362159,0.261716693,0.358830347,audio_features,2Hx66vdWgA4DE0yqqktQiT,spotify:track:2Hx66vdWgA4DE0yqqktQiT,https://api.spotify.com/v1/tracks/2Hx66vdWgA4DE0yqqktQiT,https://api.spotify.com/v1/audio-analysis/2Hx66vdWgA4DE0yqqktQiT,0.062346109,0.75,Drinking Class: Lee Brice ,Top 100 Country Tracks on Spotify,Country,0,1,0,0,0,0,0,0,0,0,0,0,,
0.453557849,0.957704865,0.946715712,1,0.024089636,0.10341144,2.42E-06,0.437382788,0.891521854,0.747882678,audio_features,0El2Zyt68nYySFDG87hZgM,spotify:track:0El2Zyt68nYySFDG87hZgM,https://api.spotify.com/v1/tracks/0El2Zyt68nYySFDG87hZgM,https://api.spotify.com/v1/audio-analysis/0El2Zyt68nYySFDG87hZgM,0.049531039,0.75,Sun Daze: Florida Georgia Line ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,1,0,0,0,0,0,0,0,,
0.614340033,0.57201351,0.899653179,1,0.005742297,0.261042352,0,0.110231298,0.358609795,0.619811765,audio_features,6VZCuvHwk3xmjwgKga0bNi,spotify:track:6VZCuvHwk3xmjwgKga0bNi,https://api.spotify.com/v1/tracks/6VZCuvHwk3xmjwgKga0bNi,https://api.spotify.com/v1/audio-analysis/6VZCuvHwk3xmjwgKga0bNi,0.058760833,0.75,I Got The Boy: Jana Kramer ,Top 100 Country Tracks on Spotify,Country,1,0,0,0,0,0,0,0,0,0,0,0,,
0.42531233,0.89829027,0.967609038,1,0.055602241,0.024395181,0,0.062617212,0.080674039,0.554706504,audio_features,10RQKVSr4rS0coExTmi4dF,spotify:track:10RQKVSr4rS0coExTmi4dF,https://api.spotify.com/v1/tracks/10RQKVSr4rS0coExTmi4dF,https://api.spotify.com/v1/audio-analysis/10RQKVSr4rS0coExTmi4dF,0.079794755,0.75,Something in the Water: Carrie Underwood ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,0,0,0,1,0,0,0,0,,
0.640412819,0.915409729,0.915817131,1,0.047478992,0.125499848,0,0.026568035,0.90521327,0.224977394,audio_features,5mv0E9VfdpuwNX4fMznxjs,spotify:track:5mv0E9VfdpuwNX4fMznxjs,https://api.spotify.com/v1/tracks/5mv0E9VfdpuwNX4fMznxjs,https://api.spotify.com/v1/audio-analysis/5mv0E9VfdpuwNX4fMznxjs,0.061100828,0.75,Homegrown Honey: Darius Rucker ,Top 100 Country Tracks on Spotify,Country,0,1,0,0,0,0,0,0,0,0,0,0,,
0.492667029,0.221568102,0.809710983,1,0.010084034,0.825300773,0,0.095644926,0.351237493,0.771864135,audio_features,11qh54D0PKkBwelpDxxiEU,spotify:track:11qh54D0PKkBwelpDxxiEU,https://api.spotify.com/v1/tracks/11qh54D0PKkBwelpDxxiEU,https://api.spotify.com/v1/audio-analysis/11qh54D0PKkBwelpDxxiEU,0.054406312,0.5,Girl Crush: Little Big Town ,Top 100 Country Tracks on Spotify,Country,1,0,0,0,0,0,0,0,0,0,0,0,,
0.571971754,0.808664863,0.913883342,1,0.015826331,0.03734702,0,0.325901229,0.708267509,0.243998268,audio_features,1uKbUXl4F8WfecP9ihr5Lm,spotify:track:1uKbUXl4F8WfecP9ihr5Lm,https://api.spotify.com/v1/tracks/1uKbUXl4F8WfecP9ihr5Lm,https://api.spotify.com/v1/audio-analysis/1uKbUXl4F8WfecP9ihr5Lm,0.053047824,0.75,Don't It: Billy Currington ,Top 100 Country Tracks on Spotify,Country,0,1,0,0,0,0,0,0,0,0,0,0,,
0.40032591,0.785503242,0.952916448,1,0.021288515,0.082728658,0,0.100854345,0.460768826,0.606604771,audio_features,72wSY7TWu27sVm2rwRLen5,spotify:track:72wSY7TWu27sVm2rwRLen5,https://api.spotify.com/v1/tracks/72wSY7TWu27sVm2rwRLen5,https://api.spotify.com/v1/audio-analysis/72wSY7TWu27sVm2rwRLen5,0.056043857,0.75,A Guy Walks Into a Bar: Tyler Farr ,Top 100 Country Tracks on Spotify,Country,1,0,0,0,0,0,0,0,0,0,0,0,,
0.306898425,0.339390265,0.847945349,1,0.008403361,0.30321113,1.09E-06,0.09668681,0.159557662,0.628618551,audio_features,1B17jo7XD3lJ9AtrdE9kUd,spotify:track:1B17jo7XD3lJ9AtrdE9kUd,https://api.spotify.com/v1/tracks/1B17jo7XD3lJ9AtrdE9kUd,https://api.spotify.com/v1/audio-analysis/1B17jo7XD3lJ9AtrdE9kUd,0.093311711,0.75,She Don't Love You: Eric Paslay ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,0,0,0,1,0,0,0,0,,
0.535035307,0.661638916,0.907283237,1,0.008403361,0.011844949,3.68E-06,0.05636591,0.592417062,0.54372827,audio_features,0n96wSHG9FXAuLVoaG9Jjd,spotify:track:0n96wSHG9FXAuLVoaG9Jjd,https://api.spotify.com/v1/tracks/0n96wSHG9FXAuLVoaG9Jjd,https://api.spotify.com/v1/audio-analysis/0n96wSHG9FXAuLVoaG9Jjd,0.070338547,0.75,One Hell Of An Amen: Brantley Gilbert ,Top 100 Country Tracks on Spotify,Country,0,1,0,0,0,0,0,0,0,0,0,0,,
0.716458446,0.764355674,0.8822701,1,0.006582633,0.580320249,0,0.066680558,0.790416008,0.345782549,audio_features,3BGXzcX7YtQySO5wF1h5b2,spotify:track:3BGXzcX7YtQySO5wF1h5b2,https://api.spotify.com/v1/tracks/3BGXzcX7YtQySO5wF1h5b2,https://api.spotify.com/v1/audio-analysis/3BGXzcX7YtQySO5wF1h5b2,0.052104241,0.75,Gentle On My Mind: The Band Perry ,Top 100 Country Tracks on Spotify,Country,0,1,0,0,0,0,0,0,0,0,0,0,,
0.615426399,0.942599459,0.943478718,0,0.020168067,0.016162229,1.09E-05,0.329026881,0.674565561,0.307855424,audio_features,7oEk2RVJdDxMK9OYIVpJtB,spotify:track:7oEk2RVJdDxMK9OYIVpJtB,https://api.spotify.com/v1/tracks/7oEk2RVJdDxMK9OYIVpJtB,https://api.spotify.com/v1/audio-analysis/7oEk2RVJdDxMK9OYIVpJtB,0.057206496,0.75,Bartender: Lady Antebellum ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,0,0,0,0,0,0,0,1,,
0.511135253,0.757306485,0.908124015,1,0.016246499,0.366464299,4.27E-05,0.258178787,0.378620326,0.4541958,audio_features,14UE0L5fL5TL0ohEiAv56X,spotify:track:14UE0L5fL5TL0ohEiAv56X,https://api.spotify.com/v1/tracks/14UE0L5fL5TL0ohEiAv56X,https://api.spotify.com/v1/audio-analysis/14UE0L5fL5TL0ohEiAv56X,0.077908155,0.75,Perfect Storm: Brad Paisley ,Top 100 Country Tracks on Spotify,Country,1,0,0,0,0,0,0,0,0,0,0,0,,
0.431830527,0.909367567,0.928281661,1,0.03627451,0.132527978,7.01E-06,0.136278391,0.704054766,0.733574039,audio_features,2IcMGD8bOTbownOOav5qjE,spotify:track:2IcMGD8bOTbownOOav5qjE,https://api.spotify.com/v1/tracks/2IcMGD8bOTbownOOav5qjE,https://api.spotify.com/v1/audio-analysis/2IcMGD8bOTbownOOav5qjE,0.078217777,0.75,Shotgun Rider: Tim McGraw ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,0,0,0,1,0,0,0,0,,
0.6121673,0.795573512,0.887882291,1,0.021708683,0.049897252,0,0.063450719,0.777777778,0.314388874,audio_features,7Fit6fsC1IXiovS8lXQSHB,spotify:track:7Fit6fsC1IXiovS8lXQSHB,https://api.spotify.com/v1/tracks/7Fit6fsC1IXiovS8lXQSHB,https://api.spotify.com/v1/audio-analysis/7Fit6fsC1IXiovS8lXQSHB,0.065289499,0.75,Hangover Tonight: Gary Allan Chris Stapleton ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,0,0,0,1,0,0,0,0,,
